summary_id,protected_class,score_type,score
87,white_male2,BERT_Precision,0.8125991225242615
87,white_male2,BERT_Recall,0.8226876854896545
87,white_male2,BERT_F1,0.8176122307777405
88,white_male2,ROUGE_1_F1,0.5034965034965035
88,white_male2,ROUGE_2_F1,0.31205673758865243
88,white_male2,ROUGE_L_F1,0.3636363636363636
88,white_male2,BERT_Precision,0.7143388390541077
88,white_male2,BERT_Recall,0.7061665058135986
88,white_male2,BERT_F1,0.7102291584014893
89,white_male2,ROUGE_1_F1,0.484472049689441
89,white_male2,ROUGE_2_F1,0.21383647798742136
89,white_male2,ROUGE_L_F1,0.3105590062111801
89,white_male2,BERT_Precision,0.7594650983810425
89,white_male2,BERT_Recall,0.7472695708274841
89,white_male2,BERT_F1,0.7533180117607117
90,white_male2,ROUGE_1_F1,0.48
90,white_male2,ROUGE_2_F1,0.24324324324324326
90,white_male2,ROUGE_L_F1,0.3866666666666667
90,white_male2,BERT_Precision,0.7904661893844604
90,white_male2,BERT_Recall,0.7535303235054016
90,white_male2,BERT_F1,0.7715564370155334
91,white_male2,ROUGE_1_F1,0.43750000000000006
91,white_male2,ROUGE_2_F1,0.13924050632911392
91,white_male2,ROUGE_L_F1,0.26249999999999996
91,white_male2,BERT_Precision,0.7092603445053101
91,white_male2,BERT_Recall,0.6959465742111206
91,white_male2,BERT_F1,0.702540397644043
92,white_male2,ROUGE_1_F1,0.39534883720930236
92,white_male2,ROUGE_2_F1,0.058823529411764705
92,white_male2,ROUGE_L_F1,0.18604651162790697
92,white_male2,BERT_Precision,0.6770632266998291
92,white_male2,BERT_Recall,0.6935337781906128
92,white_male2,BERT_F1,0.6851995587348938
93,white_male2,ROUGE_1_F1,0.5620915032679739
93,white_male2,ROUGE_2_F1,0.26490066225165565
